word,pos
▁మధ్య,NOUN
▁మన,NOUN
▁మనకు,PRON
▁మనుషుల,NOUN
▁మమ్మల్ని,PRON
▁మళ్ళీ,ADV
▁మా,NOUN
▁మా,PRON
▁మా,VERB
▁మాకు,PRON
▁మాట,NOUN
▁మాట,VERB
▁మాట్లాడ,VERB
▁మాట్లాడుతూ,VERB
▁మామూలు,ADV
▁మి,NOUN
▁మిమ్మల్ని,PRON
▁మీ,ADV
▁మీ,NOUN
▁మీ,PRON
▁మీ,VERB
▁మీకు,NOUN
▁మీకు,PRON
▁మీకు,VERB
▁ముఖ్యమంత్రి,VERB
▁ముగ్గురు,NOUN
▁మూ,PRON
▁మూడు,NOUN
▁మూడో,ADJ
▁మె,VERB
▁మే,NOUN
▁మే,PRON
▁మేము,PRON
▁మొ,NOUN
▁మొ,VERB
▁యా,NUM
▁రా,PRON
▁రా,PROPN
▁రా,VERB
▁రామ,NOUN
▁రామ,PROPN
▁రావ,VERB
▁రి,NOUN
▁రె,NOUN
▁రె,VERB
▁రెండు,NUM
▁రే,NOUN
▁రేప,NOUN
▁రైలు,NOUN
▁రోజు,NOUN
▁రోజు,VERB
▁రోడ్డు,NOUN
▁ల,PROPN
▁లే,NOUN
▁లే,PRON
▁లేక,VERB
▁లేకుండా,VERB
▁లేని,VERB
▁లోపల,VERB
▁వ,NOUN
▁వంట,NOUN
▁వంట,VERB
▁వంద,NUM
▁వచ్చి,VERB
▁వచ్చిన,ADJ
▁వచ్చిన,VERB
▁వచ్చే,NOUN
▁వచ్చే,VERB
▁వద్ద,VERB
▁వరకు,ADV
▁వర్ష,NOUN
▁వస్తా,VERB
▁వస్తున్న,VERB
▁వా,NOUN
▁వా,PRON
▁వా,PROPN
▁వా,VERB
▁వాటి,PRON
▁వాడ,PRON
▁వారం,NOUN
▁వారి,PRON
▁వారిని,VERB
▁వార్తలు,NOUN
▁వాళ్ళ,ADJ
▁వాళ్ళ,PRON
▁వాళ్ళు,PRON
▁వాళ్ళు,VERB
▁వి,ADV
▁వి,PROPN
▁వి,VERB
▁విజయవాడ,PROPN
▁విద్యార్థుల,PRON
▁విన,NOUN
▁విన,VERB
▁విషయం,NOUN
▁వీ,PRON
▁వీ,VERB
▁వీటి,PRON
▁వె,PROPN
▁వెంట,ADV
▁వెంటనే,PRON
▁వెళ,VERB
▁వెళ్ళ,VERB
▁వెళ్ళి,NOUN
▁వెళ్ళి,VERB
▁వేస,VERB
▁వైపు,NOUN
▁శ,PROPN
▁శ్ర,VERB
▁స,NUM
▁సంగతి,NOUN
▁సంగతి,PRON
▁సంగతి,VERB
▁సంత,NOUN
▁సంవత్సరం,NOUN
▁సమయ,NOUN
▁సరి,VERB
▁సహాయం,NOUN
▁సా,NOUN
▁సి,NOUN
▁సిద్ధం,VERB
▁సినిమా,NOUN
▁సీ,NOUN
▁సీ,PROPN
▁సు,PROPN
▁సెలవు,NOUN
▁సై,VERB
▁స్,VERB
▁స్నేహ,NOUN
▁హైదరాబాద్,PROPN
