word,pos
సుకవల్,NOUN
సుజర,VERB
సుర,VERB
సుజరంగ్,NOUN
సుజరం్,NOUN
సుట్టి,NOUN
సు్టి,NOUN
సుట్టింగ్,NOUN
సుట్ింగ్,NOUN
సుట్టికియుస్వల్,NOUN
సుట్టికియస్వల్,NOUN
సుట్టికీసి,VERB
సట్టికీసి,VERB
సుట్టె-మా₂,NOUN
సు్టె-మా₂,NOUN
సుట్టెమాతెర్,VERB
సుట్టెమతెర్,VERB
సుతరి,NOUN
సుతి,NOUN
సుత్తి,NOUN
సుతతి,NOUN
సుత్తె,NOUN
సు్తె,NOUN
సుదుడ్,VERB
సుదడ్,VERB
సుదుడ్త,NOUN
సుదుడత,NOUN
సుద్రే,VERB
సు్రే,VERB
సుద్రేమాయ్వల్,NOUN
సుద్ేమాయ్వల్,NOUN
సున్న,NUM
సన్న,NUM
సుప్లి,NOUN
సు్లి,NOUN
సుప్లె,NOUN
సప్లె,NOUN
సుయ్,NOUN
సు్,NOUN
సుయ్క్,NOUN
సుయక్,NOUN
సుయ్యల్,NOUN
సు్యల్,NOUN
సురు,NOUN
సరు,NOUN
సురు,VERB
సరు,VERB
సురుస్,VERB
సురస్,VERB
సురె,NUM
సరె,NUM
సుర్,NOUN
సర్,NOUN
సుర్పాపె,NOUN
సుర్పాె,NOUN
సుర్మ,NOUN
సు్మ,NOUN
సుర్వె,NOUN
సురవె,NOUN
సులుడి,NOUN
సుుడి,NOUN
సుస్త్,ADV
సస్త్,ADV
సూట్,NOUN
సూ్,NOUN
సూడ్,VERB
సడ్,VERB
సూడ్త,PRON
సూడత,PRON
సెరులి,NOUN
సెరలి,NOUN
సెర్క,NOUN
సర్క,NOUN
సెర్నడడ్,NOUN
సెర్డడ్,NOUN
సెర్వం,NOUN
సెర్ం,NOUN
సెల్లె,VERB
సెల్ె,VERB
సెవ్వెర,NOUN
సవ్వెర,NOUN
సెవ్వెర్,NOUN
సెవవెర్,NOUN
సే,VERB
సే,VERB
సేకె,NOUN
సేె,NOUN
సేకెమాంత,VERB
సేకమాంత,VERB
సేక్,VERB
సే్,VERB
సేజ,NOUN
సేజ,NOUN
సేపు,VERB
సేు,VERB
సేర్నడడ్,NOUN
సర్నడడ్,NOUN
సేర్వడ్,NOUN
సేర్వ్,NOUN
సేర్₂,NOUN
సేర₂,NOUN
సేల,NOUN
సేల,NOUN
సేలడ్,NOUN
సేడ్,NOUN
సేవ,NOUN
సేవ,NOUN
సేవ్కల్,ADJ
సేవ్ల్,ADJ
సేవ్యంగ్,NOUN
సవ్యంగ్,NOUN
సేస,NOUN
సేస,NOUN
సైప్రస్,NOUN
సైప్ర్,NOUN
సొంజెర్,NOUN
సొంెర్,NOUN
సొంట్,VERB
సొట్,VERB
సొజెటల్,PRON
సొెటల్,PRON
సొడియ,VERB
సొడయ,VERB
సొడియంత,VERB
సడియంత,VERB
సొడు,VERB
సడు,VERB
సొడుస్,VERB
సొుస్,VERB
సొడ్డెల్,VERB
సొడడెల్,VERB
సొడ్య,VERB
సొడయ,VERB
సొత్త,NOUN
సత్త,NOUN
సో,VERB
సో,VERB
సోంచి,ADJ
సోచి,ADJ
సోంచితల్,NOUN
సోంచతల్,NOUN
సోంచ్,NOUN
సోచ్,NOUN
సోక,VERB
సోక,VERB
సోకె,VERB
సకె,VERB
సోకెర,ADV
సోకర,ADV
సోక్న,ADV
సోకన,ADV
సోక్నె,ADV
సోకనె,ADV
సోక్₁,NOUN
సోక₁,NOUN
సోక్₂,NOUN
సో్₂,NOUN
సోజ్,NOUN
సజ్,NOUN
సోడ,NUM
సోడ,NUM
సోడ్,NOUN
సో్,NOUN
సోడ్,VERB
సడ్,VERB
సోడ్త,VERB
సో్త,VERB
సోదిర,NOUN
సదిర,NOUN
సోదె,NOUN
సదె,NOUN
సోప్రెమం,VERB
సో్రెమం,VERB
సోబతొర్₁,NOUN
సబతొర్₁,NOUN
సోబ్డె,NOUN
సబ్డె,NOUN
సోయబిన్,NOUN
సయబిన్,NOUN
సోయ్ల్,NOUN
సో్ల్,NOUN
సోర,NOUN
సోర,NOUN
సోరె,NUM
సరె,NUM
సోర్పి,VERB
సోరపి,VERB
సోర్యలిర్,NOUN
సోర్యలర్,NOUN
స్,PROPN
స్,PROPN
స్త,NOUN
స్త,NOUN
స్త,VERB
స్త,VERB
స్తూ,VERB
స్ూ,VERB
హండంగ్,NOUN
హడంగ్,NOUN
హందకాకున్,ADV
హందాకున్,ADV
హంసవెలి,NOUN
హంవెలి,NOUN
హజర్,NOUN
హజ్,NOUN
హజర్,NUM
హర్,NUM
హజిరి,VERB
హజరి,VERB
హజిర్,VERB
హజి్,VERB
హజ్రి,VERB
హజరి,VERB
హట్,NOUN
హట్,NOUN
హట్టె,VERB
హ్టె,VERB
హట్టెమాసి,VERB
హట్టెమాి,VERB
హత్తి,NOUN
హ్తి,NOUN
హబ్బిడుర్,ADJ
హబ్బడుర్,ADJ
హయ్య్ల్,NOUN
హయ్యల్,NOUN
హరి,VERB
హరి,VERB
హరిబ్,ADJ
హిబ్,ADJ
హర్,NOUN
హర్,NOUN
హర్ర,NOUN
హ్ర,NOUN
హర్రె,NOUN
హర్ె,NOUN
హల్కల్,ADJ
హ్కల్,ADJ
హల్కా,NOUN
హలకా,NOUN
హల్కా,VERB
హ్కా,VERB
హాన్,ADV
హా్,ADV
హాబర్,NOUN
హాబ్,NOUN
హిక్కె,PRON
హక్కె,PRON
హిక్తి,NOUN
హికతి,NOUN
హిక్మత్,NOUN
హిక్త్,NOUN
హిర్డులి,NOUN
హర్డులి,NOUN
హిర్వల్,ADV
హిరవల్,ADV
హిర్వల్,NOUN
హి్వల్,NOUN
హిర్వ్,NOUN
హిరవ్,NOUN
హీర₂,NOUN
హీ₂,NOUN
హుండి,NOUN
హండి,NOUN
హుకుమత్,NOUN
హుకమత్,NOUN
హుకుమ్,NOUN
హుకు్,NOUN
హుక్క,NOUN
హుకక,NOUN
హురిలి,NOUN
హురలి,NOUN
హురుమ్,NOUN
హురమ్,NOUN
హురె,NUM
హరె,NUM
హూడంగ్,NOUN
హూడగ్,NOUN
హూడె,NOUN
హూె,NOUN
హెంగ్డల్,NOUN
హెంగడల్,NOUN
హెక్డల్,NOUN
హెక్డ్,NOUN
హెర్మి,NOUN
హర్మి,NOUN
హొర,NOUN
హొర,NOUN
హొరి,VERB
హొి,VERB
హోర్,NOUN
హర్,NOUN
హోలత్,NOUN
హోత్,NOUN
హోలి,VERB
హలి,VERB
హోల్,NOUN
హో్,NOUN
ాడు,VERB
ాడు,VERB
ానికి,NOUN
ానిి,NOUN
ానికి,VERB
ానకి,VERB
ాను,ADV
ాను,ADV
ాను,VERB
ాను,VERB
ాయ,VERB
ాయ,VERB
ాయి,NOUN
ాయి,NOUN
ారావు,NOUN
ారాు,NOUN
ారావు,PRON
ారవు,PRON
ారావు,VERB
ాావు,VERB
ారు,NOUN
ారు,NOUN
ారు,VERB
ారు,VERB
ాలని,VERB
ాలి,VERB
ాలి,NOUN
ాలి,NOUN
ాలు,VERB
ాలు,VERB
ాలో,VERB
ాలో,VERB
ాల్సి,VERB
ాలసి,VERB
ింది,ADV
ింి,ADV
ికి,ADV
ికి,ADV
ికి,NOUN
ికి,NOUN
ికి,VERB
ికి,VERB
ిన,NOUN
ిన,NOUN
ుకు,NOUN
ుకు,NOUN
ుకుందాం,VERB
ుకుదాం,VERB
ుడు,PROPN
ుడు,PROPN
ుతున్నా,PRON
ుతుననా,PRON
ుల,NOUN
ుల,NOUN
ులు,VERB
ులు,VERB
ూరు,NOUN
ూరు,NOUN
ెత్త,VERB
ె్త,VERB
ైంది,VERB
ైది,VERB
ైతే,PRON
ైతే,PRON
ైన,ADV
ైన,ADV
ొక్క,NOUN
ొ్క,NOUN
్ని,VERB
్ని,VERB
▁!,ADJ
▁!,ADJ
▁!,VERB
▁!,VERB
"▁""",VERB
"▁""",VERB
▁:,PRON
▁:,PRON
▁?,ADV
▁?,ADV
▁?,NOUN
▁?,NOUN
▁?,PRON
▁?,PRON
▁?,VERB
▁?,VERB
▁aad,NOUN
▁ad,NOUN
▁ac,NOUN
▁ac,NOUN
▁ada,PRON
▁da,PRON
▁ada,VERB
▁aa,VERB
▁an,NOUN
▁an,NOUN
▁an,PRON
▁an,PRON
▁an,VERB
▁an,VERB
▁av,PRON
▁av,PRON
▁av,VERB
▁av,VERB
▁ava,PRON
▁aa,PRON
▁ava,VERB
▁va,VERB
▁avar,PRON
▁var,PRON
▁baar,NOUN
▁aar,NOUN
▁bac,NOUN
▁bc,NOUN
▁bada,VERB
▁bda,VERB
▁bag,VERB
▁bg,VERB
▁bha,NOUN
▁ha,NOUN
▁ce,VERB
▁ce,VERB
▁char,VERB
▁har,VERB
▁das,NOUN
▁ds,NOUN
▁do,NOUN
▁do,NOUN
▁do,NUM
▁do,NUM
▁du,NOUN
▁du,NOUN
▁du,VERB
▁du,VERB
▁e,NOUN
▁e,NOUN
▁gai,NOUN
▁gi,NOUN
▁ghar,NOUN
▁gar,NOUN
▁ghar,VERB
▁ghr,VERB
▁hai,NOUN
▁hi,NOUN
▁hai,VERB
▁ai,VERB
▁ham,NOUN
▁hm,NOUN
▁i,PRON
▁i,PRON
▁kaam,ADV
▁kam,ADV
▁kaam,NOUN
▁kam,NOUN
▁kaam,PRON
▁aam,PRON
▁kaam,VERB
▁kam,VERB
▁kab,ADV
▁ab,ADV
▁kai,PRON
▁ki,PRON
▁kain,NOUN
▁kan,NOUN
▁kain,VERB
▁ain,VERB
▁kaise,PRON
▁kise,PRON
▁kaise,VERB
▁aise,VERB
▁kal,ADJ
▁kl,ADJ
▁kal,NOUN
▁kl,NOUN
▁kal,PROPN
▁al,PROPN
▁kal,VERB
▁al,VERB
▁kata,ADV
▁kaa,ADV
▁kata,VERB
▁kaa,VERB
▁ku,NOUN
▁ku,NOUN
▁kuch,VERB
▁uch,VERB
▁man,PRON
▁mn,PRON
▁mar,NOUN
▁ar,NOUN
▁na,VERB
▁na,VERB
▁ni,ADV
▁ni,ADV
▁ni,PRON
▁ni,PRON
▁pa,NOUN
▁pa,NOUN
▁pahar,NOUN
▁paar,NOUN
▁pe,ADV
▁pe,ADV
▁pe,NOUN
▁pe,NOUN
▁pus,NOUN
▁ps,NOUN
▁pus,VERB
▁ps,VERB
▁ra,NOUN
▁ra,NOUN
▁teen,NUM
▁ten,NUM
▁teen,VERB
▁een,VERB
▁wa,ADV
▁wa,ADV
▁wa,VERB
▁wa,VERB
▁yar,PRON
▁ar,PRON
▁yar,VERB
▁yr,VERB
▁అ,NOUN
▁అ,NOUN
▁అ,PRON
▁అ,PRON
▁అ,VERB
▁అ,VERB
▁అంటే,VERB
▁అటే,VERB
▁అంత,VERB
▁ంత,VERB
▁అంతా,ADV
▁అతా,ADV
▁అంతా,NOUN
▁ంతా,NOUN
▁అంద,PRON
▁ంద,PRON
▁అందమైన,NOUN
▁అంమైన,NOUN
▁అందరికీ,PRON
▁అందరిీ,PRON
▁అందరికీ,VERB
▁అదరికీ,VERB
▁అందరూ,PRON
▁అంరూ,PRON
▁అందరూ,VERB
▁అందూ,VERB
▁అక్షర,NOUN
▁క్షర,NOUN
▁అడగ,VERB
▁డగ,VERB
▁అడిగి,VERB
▁అిగి,VERB
▁అడుగు,NUM
▁అుగు,NUM
▁అతని,PRON
▁అతి,PRON
▁అన,NUM
▁అన,NUM
▁అన,VERB
▁అన,VERB
▁అని,NOUN
▁అి,NOUN
▁అని,VERB
▁అి,VERB
▁అనే,NOUN
▁అే,NOUN
▁అన్న,NOUN
▁అ్న,NOUN
▁అన్న,VERB
▁అనన,VERB
▁అన్నా,NOUN
▁అన్ా,NOUN
▁అన్నా,VERB
▁అననా,VERB
▁అప్పటి,NUM
▁అపపటి,NUM
▁అబ్బాయి,NOUN
▁అబ్ాయి,NOUN
▁అమెరికా,PROPN
▁అమెరకా,PROPN
▁అమెరికా,VERB
▁అమెరకా,VERB
▁అమెరికాలో,NOUN
▁అమెరికాో,NOUN
▁అమ్మ,NOUN
▁అ్మ,NOUN
▁అమ్మాయి,NOUN
▁అమ్మాి,NOUN
▁అయి,PRON
▁అి,PRON
▁అయింది,NOUN
▁అింది,NOUN
▁అయింది,VERB
▁అయింి,VERB
▁అయిన,VERB
▁యిన,VERB
▁అయ్య,VERB
▁య్య,VERB
▁అర్థం,NOUN
▁అరథం,NOUN
▁అలా,VERB
▁అా,VERB
▁అవి,PRON
▁అి,PRON
▁అవుతుంద,VERB
▁అవుతంద,VERB
▁ఆ,ADJ
▁ఆ,ADJ
▁ఆ,NOUN
▁ఆ,NOUN
▁ఆ,PROPN
▁ఆ,PROPN
▁ఆ,VERB
▁ఆ,VERB
▁ఆట,NOUN
▁ఆట,NOUN
▁ఆప,VERB
▁ఆప,VERB
▁ఆమె,PRON
▁మె,PRON
▁ఆమె,VERB
▁ఆె,VERB
▁ఆయన,PRON
▁ఆన,PRON
▁ఆయన,VERB
▁యన,VERB
▁ఇ,NOUN
▁ఇ,NOUN
▁ఇ,PRON
▁ఇ,PRON
▁ఇ,VERB
▁ఇ,VERB
▁ఇం,VERB
▁ఇం,VERB
▁ఇంకా,ADV
▁ంకా,ADV
▁ఇంటి,ADV
▁ంటి,ADV
▁ఇంటి,NOUN
▁ఇటి,NOUN
▁ఇంటి,VERB
▁ఇటి,VERB
▁ఇంటికి,NOUN
▁ఇంికి,NOUN
▁ఇంటికి,PRON
▁ంటికి,PRON
▁ఇంటికి,VERB
▁ఇటికి,VERB
▁ఇంట్లో,VERB
▁ంట్లో,VERB
▁ఇంత,ADV
▁ఇత,ADV
▁ఇంత,NOUN
▁ఇత,NOUN
▁ఇక,ADV
▁ఇక,ADV
▁ఇక్కడ,NOUN
▁ఇకకడ,NOUN
▁ఇచ్చి,NOUN
▁ఇ్చి,NOUN
▁ఇచ్చిన,NOUN
▁ఇ్చిన,NOUN
▁ఇచ్చే,NOUN
▁ఇచ్ే,NOUN
▁ఇటీవల,ADV
▁ఇటవల,ADV
▁ఇద్దరూ,PRON
▁ఇదదరూ,PRON
▁ఇప్పటి,NOUN
▁ఇ్పటి,NOUN
▁ఇప్పుడ,ADV
▁ఇప్పడ,ADV
▁ఇప్పుడు,ADV
▁ఇప్పడు,ADV
▁ఇవి,PRON
▁వి,PRON
▁ఇస్తా,VERB
▁స్తా,VERB
▁ఈ,NOUN
▁ఈ,NOUN
▁ఈ,VERB
▁ఈ,VERB
▁ఉండ,VERB
▁ండ,VERB
▁ఉత్తర,VERB
▁ఉ్తర,VERB
▁ఉన్నా,VERB
▁న్నా,VERB
▁ఉన్నారు,ADV
▁ఉన్నాు,ADV
▁ఊ,NOUN
▁ఊ,NOUN
▁ఊ,VERB
▁ఊ,VERB
▁ఎ,NOUN
▁ఎ,NOUN
▁ఎ,PRON
▁ఎ,PRON
▁ఎ,PROPN
▁ఎ,PROPN
▁ఎ,VERB
▁ఎ,VERB
▁ఎంతో,VERB
▁ంతో,VERB
▁ఎక్కడ,NOUN
▁ఎక్డ,NOUN
▁ఎక్కడ,VERB
▁ఎ్కడ,VERB
▁ఎప్పుడ,PRON
▁ఎపపుడ,PRON
▁ఎవరు,VERB
▁వరు,VERB
▁ఎవరూ,PRON
▁ఎవూ,PRON
▁ఎవరో,PRON
▁ఎవో,PRON
▁ఎస్,PROPN
▁ఎ్,PROPN
▁ఏ,ADV
▁ఏ,ADV
▁ఏ,NOUN
▁ఏ,NOUN
▁ఏ,NUM
▁ఏ,NUM
▁ఏ,PRON
▁ఏ,PRON
▁ఏ,VERB
▁ఏ,VERB
▁ఏం,ADV
▁ఏం,ADV
▁ఏం,PRON
▁ఏం,PRON
▁ఏడు,VERB
▁డు,VERB
▁ఏది,PRON
▁ఏి,PRON
▁ఏమ,PRON
▁ఏమ,PRON
▁ఏమి,PRON
▁మి,PRON
▁ఏమిటి,PRON
▁ఏిటి,PRON
▁ఐ,NOUN
▁ఐ,NOUN
▁ఒ,PRON
▁ఒ,PRON
▁ఒక,NOUN
▁ఒక,NOUN
▁ఒక,NUM
▁ఒక,NUM
▁ఒకే,NOUN
▁కే,NOUN
▁ఒక్క,NOUN
▁ఒకక,NOUN
▁క,NOUN
▁క,NOUN
▁క,PROPN
▁క,PROPN
▁క,VERB
▁క,VERB
▁కం,NOUN
▁కం,NOUN
▁కడుపు,NOUN
▁కడుు,NOUN
▁కడుపు,VERB
▁కడుు,VERB
▁కథ,NOUN
▁కథ,NOUN
▁కనబడ,ADV
▁కబడ,ADV
▁కవి,NOUN
▁కి,NOUN
▁కష్ట,VERB
▁కషట,VERB
▁కా,NOUN
▁కా,NOUN
▁కా,VERB
▁కా,VERB
▁కాకుండా,NOUN
▁కాకుడా,NOUN
▁కాబట్టి,ADV
▁కబట్టి,ADV
▁కాబట్టి,PRON
▁కాబటటి,PRON
▁కాబట్టి,VERB
▁కాబట్ి,VERB
▁కారు,NOUN
▁ారు,NOUN
▁కార్మికుల,NOUN
▁కార్మికల,NOUN
▁కాలేజీ,VERB
▁కాలేీ,VERB
▁కావాల,VERB
▁ావాల,VERB
▁కావాలి,VERB
▁కవాలి,VERB
▁కి,NOUN
▁కి,NOUN
▁కు,ADV
▁కు,ADV
▁కు,NOUN
▁కు,NOUN
▁కు,VERB
▁కు,VERB
▁కూ,VERB
▁కూ,VERB
▁కొ,VERB
▁కొ,VERB
▁కొంత,VERB
▁కంత,VERB
▁కొట్ట,VERB
▁కట్ట,VERB
▁కొడుకు,VERB
▁ొడుకు,VERB
▁కొత్త,NOUN
▁కొతత,NOUN
▁కో,ADV
▁కో,ADV
▁కో,VERB
▁కో,VERB
▁క్,NOUN
▁క్,NOUN
▁ఖ,NOUN
▁ఖ,NOUN
▁గ,NOUN
▁గ,NOUN
▁గ,VERB
▁గ,VERB
▁గంటల,NOUN
▁ంటల,NOUN
▁గడి,VERB
▁డి,VERB
▁గా,VERB
▁గా,VERB
▁గాయ,NOUN
▁గయ,NOUN
▁గాలి,NOUN
▁గలి,NOUN
▁గు,VERB
▁గు,VERB
▁గుంటూరు,PROPN
▁గుంటూు,PROPN
▁గుండె,NOUN
▁గుడె,NOUN
▁గురించి,NOUN
▁గురంచి,NOUN
▁గొప్ప,ADJ
▁ొప్ప,ADJ
▁చ,NOUN
▁చ,NOUN
▁చ,PROPN
▁చ,PROPN
▁చ,VERB
▁చ,VERB
▁చక్క,ADJ
▁చకక,ADJ
▁చా,VERB
▁చా,VERB
▁చాల,NOUN
▁చల,NOUN
▁చాల,VERB
▁ాల,VERB
▁చాలా,NOUN
▁చాా,NOUN
▁చాలు,VERB
▁చలు,VERB
▁చి,NOUN
▁చి,NOUN
▁చి,PRON
▁చి,PRON
▁చూడ,VERB
▁ూడ,VERB
▁చూడండి,VERB
▁చడండి,VERB
▁చూస,VERB
▁ూస,VERB
▁చె,NOUN
▁చె,NOUN
▁చె,PRON
▁చె,PRON
▁చె,VERB
▁చె,VERB
▁చెప్ప,VERB
▁చె్ప,VERB
▁చెప్పింది,VERB
▁చెప్ింది,VERB
▁చెప్పిన,VERB
▁చెప్ిన,VERB
▁చెప్పే,PROPN
▁చెప్ే,PROPN
▁చెప్పే,VERB
▁ెప్పే,VERB
▁చెబుతున్న,NOUN
▁చెబతున్న,NOUN
▁చెబుతున్నారు,VERB
▁ెబుతున్నారు,VERB
▁చెయ్య,VERB
▁చెయయ,VERB
▁చెయ్యండి,VERB
▁ెయ్యండి,VERB
▁చేతి,NOUN
▁ేతి,NOUN
▁చేతి,VERB
▁ేతి,VERB
▁చేయ,PRON
▁ేయ,PRON
▁చేసిన,VERB
▁చసిన,VERB
▁చేసుకొ,VERB
▁చసుకొ,VERB
▁చేస్తారు,VERB
▁చే్తారు,VERB
▁చేస్తున్నా,VERB
▁ేస్తున్నా,VERB
▁జ,VERB
▁జ,VERB
▁జన,VERB
▁జన,VERB
▁జరిగిన,VERB
▁జరిగన,VERB
▁జా,NOUN
▁జా,NOUN
▁టి,NOUN
▁టి,NOUN
▁టీ,NOUN
▁టీ,NOUN
▁డబ్బు,NOUN
▁డబ్ు,NOUN
▁డబ్బు,VERB
▁డబ్ు,VERB
▁డా,NOUN
▁డా,NOUN
▁త,ADJ
▁త,ADJ
▁త,NOUN
▁త,NOUN
▁త,VERB
▁త,VERB
▁తక్కువ,NOUN
▁త్కువ,NOUN
▁తర,NOUN
▁తర,NOUN
▁తరువాత,VERB
▁తువాత,VERB
▁తల,VERB
▁తల,VERB
▁తా,NOUN
▁తా,NOUN
▁తా,VERB
▁తా,VERB
▁తాగ,VERB
▁తగ,VERB
▁తాను,NOUN
▁తాు,NOUN
▁తి,NOUN
▁తి,NOUN
▁తి,PROPN
▁తి,PROPN
▁తి,VERB
▁తి,VERB
▁తిన,ADV
▁తన,ADV
▁తిన,VERB
▁తన,VERB
▁తిరిగి,ADV
▁తిరగి,ADV
▁తిరిగి,VERB
▁తిిగి,VERB
▁తీసుకు,VERB
▁తసుకు,VERB
▁తె,VERB
▁తె,VERB
▁తెగ,VERB
▁తగ,VERB
▁తెచ్చ,VERB
▁తచ్చ,VERB
▁తెలి,VERB
▁తలి,VERB
▁తెలియ,ADV
▁తలియ,ADV
▁తెలియ,NOUN
▁తలియ,NOUN
▁తెలియ,VERB
▁తలియ,VERB
▁తెలియదు,VERB
▁తెలియు,VERB
▁తెలిసిందే,VERB
▁తలిసిందే,VERB
▁తెలిసిన,VERB
▁ెలిసిన,VERB
▁తెలుగు,ADV
▁తలుగు,ADV
▁తెలుగు,NOUN
▁తెలగు,NOUN
▁తెలుగు,VERB
▁తెలుు,VERB
▁తెలుసు,VERB
▁తలుసు,VERB
▁తెల్ల,NOUN
▁తల్ల,NOUN
▁తో,VERB
▁తో,VERB
▁దాట,ADV
▁దట,ADV
▁దాట,VERB
▁ాట,VERB
▁దాని,PRON
▁దని,PRON
▁దారి,NOUN
▁దరి,NOUN
▁దు,NOUN
▁దు,NOUN
▁దూరం,NOUN
▁ూరం,NOUN
▁దూరం,VERB
▁ూరం,VERB
▁దేవ,NOUN
▁దవ,NOUN
▁దేవ,VERB
▁దవ,VERB
▁దొంగ,NOUN
▁ొంగ,NOUN
▁ద్వారా,VERB
▁ద్వరా,VERB
▁న,NUM
▁న,NUM
▁నడి,VERB
▁డి,VERB
▁నన్ను,NOUN
▁నన్ు,NOUN
▁నన్ను,PRON
▁నన్ు,PRON
▁నన్ను,VERB
▁న్ను,VERB
▁నవ్వ,VERB
▁న్వ,VERB
▁నా,NOUN
▁నా,NOUN
▁నా,PRON
▁నా,PRON
▁నాకు,NOUN
▁ాకు,NOUN
▁నాకు,PRON
▁నకు,PRON
▁నాకు,VERB
▁ాకు,VERB
▁నాన్న,NOUN
▁నానన,NOUN
▁నాలుగ,NOUN
▁నలుగ,NOUN
▁ని,NOUN
▁ని,NOUN
▁ని,PRON
▁ని,PRON
▁ని,VERB
▁ని,VERB
▁నిన్న,PRON
▁నినన,PRON
▁నిలబడ,NOUN
▁నిబడ,NOUN
▁నిలబడ,VERB
▁నలబడ,VERB
▁నీ,ADV
▁నీ,ADV
▁నీ,NOUN
▁నీ,NOUN
▁నీ,PRON
▁నీ,PRON
▁నీకు,PRON
▁నకు,PRON
▁నుంచి,ADV
▁నంచి,ADV
▁నుంచి,VERB
▁ుంచి,VERB
▁నే,NOUN
▁నే,NOUN
▁నేనే,PRON
▁ననే,PRON
▁నేరుగా,NOUN
▁నేుగా,NOUN
▁నేరుగా,VERB
▁నేరగా,VERB
▁నొప్పి,VERB
▁నొప్ి,VERB
▁ప,NOUN
▁ప,NOUN
▁ప,VERB
▁ప,VERB
▁పత్రిక,VERB
▁పతరిక,VERB
▁పథకాల,VERB
▁పకాల,VERB
▁పద,VERB
▁పద,VERB
▁పదే,NOUN
▁పే,NOUN
▁పరి,VERB
▁రి,VERB
▁పా,NOUN
▁పా,NOUN
▁పా,VERB
▁పా,VERB
▁పాట,NOUN
▁ాట,NOUN
▁పాట,VERB
▁పట,VERB
▁పాడ,NOUN
▁పడ,NOUN
▁పాడ,VERB
▁ాడ,VERB
▁పాప,NOUN
▁పప,NOUN
▁పి,NOUN
▁పి,NOUN
▁పి,PRON
▁పి,PRON
▁పి,VERB
▁పి,VERB
▁పిల్లల,VERB
▁పల్లల,VERB
▁పిల్లలు,NOUN
▁పిల్లు,NOUN
▁పు,NOUN
▁పు,NOUN
▁పుస్తకాల,NOUN
▁పస్తకాల,NOUN
▁పుస్తకాలు,VERB
▁పస్తకాలు,VERB
▁పె,NOUN
▁పె,NOUN
▁పెట్ట,NOUN
▁పట్ట,NOUN
▁పెట్ట,VERB
▁పె్ట,VERB
▁పెళ్ళి,NOUN
▁పె్ళి,NOUN
▁పే,NOUN
▁పే,NOUN
▁పే,VERB
▁పే,VERB
▁పేరు,NOUN
▁పేు,NOUN
▁పై,NOUN
▁పై,NOUN
▁పొ,NOUN
▁పొ,NOUN
▁పో,VERB
▁పో,VERB
▁ప్ర,VERB
▁పర,VERB
▁ప్రతి,NOUN
▁పరతి,NOUN
▁ప్రదర్శన,NOUN
▁ప్రదర్న,NOUN
▁ప్రయాణం,NOUN
▁పరయాణం,NOUN
▁ప్రవేశ,NOUN
▁పరవేశ,NOUN
▁ప్రొ,NOUN
▁్రొ,NOUN
▁ఫిబ్రవరి,NOUN
▁ఫి్రవరి,NOUN
▁బ,NOUN
▁బ,NOUN
▁బ,VERB
▁బ,VERB
▁బయట,NOUN
▁యట,NOUN
▁బా,NUM
▁బా,NUM
▁బాగా,NOUN
▁బాా,NOUN
▁బాగా,VERB
▁బాా,VERB
▁బాబు,NOUN
▁ాబు,NOUN
▁బీ,NOUN
▁బీ,NOUN
▁బు,NOUN
▁బు,NOUN
▁బు,VERB
▁బు,VERB
▁బొమ్మ,NOUN
▁బొమమ,NOUN
▁బొమ్మ,VERB
▁బొ్మ,VERB
▁బ్ర,PROPN
▁్ర,PROPN
▁భయం,NOUN
▁భం,NOUN
▁భయం,VERB
▁యం,VERB
▁భారీ,ADJ
▁భరీ,ADJ
▁భార్య,NOUN
▁భారయ,NOUN
▁భాష,PRON
▁ాష,PRON
▁భోజన,NOUN
▁భజన,NOUN
▁భోజన,VERB
▁భోన,VERB
▁మ,NOUN
▁మ,NOUN
▁మ,PROPN
▁మ,PROPN
▁మ,VERB
▁మ,VERB
▁మంచి,NOUN
▁మచి,NOUN
▁మంచి,VERB
▁ంచి,VERB
▁మందు,PRON
▁మంు,PRON
▁మధ్య,ADV
▁ధ్య,ADV
▁మధ్య,NOUN
▁మ్య,NOUN
▁మన,NOUN
▁మన,NOUN
▁మనకు,PRON
▁మను,PRON
▁మనుషుల,NOUN
▁మనుషల,NOUN
▁మమ్మల్ని,PRON
▁మమమల్ని,PRON
▁మళ్ళీ,ADV
▁ళ్ళీ,ADV
▁మా,NOUN
▁మా,NOUN
▁మా,PRON
▁మా,PRON
▁మా,VERB
▁మా,VERB
▁మాకు,PRON
▁మకు,PRON
▁మాట,NOUN
▁మట,NOUN
▁మాట,VERB
▁ాట,VERB
▁మాట్లాడ,VERB
▁మా్లాడ,VERB
▁మాట్లాడుతూ,VERB
▁మట్లాడుతూ,VERB
▁మామూలు,ADV
▁ామూలు,ADV
▁మి,NOUN
▁మి,NOUN
▁మిమ్మల్ని,PRON
▁మిమ్మ్ని,PRON
▁మీ,ADV
▁మీ,ADV
▁మీ,NOUN
▁మీ,NOUN
▁మీ,PRON
▁మీ,PRON
▁మీ,VERB
▁మీ,VERB
▁మీకు,NOUN
▁ీకు,NOUN
▁మీకు,PRON
▁మకు,PRON
▁మీకు,VERB
▁మీు,VERB
▁ముఖ్యమంత్రి,VERB
▁ముఖ్యమం్రి,VERB
▁ముగ్గురు,NOUN
▁ముగ్గరు,NOUN
▁మూ,PRON
▁మూ,PRON
